>>> TEMP VAE: PAPER EXACT REPLICATION PIPELINE (UPDATED)
>>> Log salvati in: paper_replication_results\run_20260105_193225

CONFIGURAZIONE:
tickers: ['ALV.DE', 'BAS.DE', 'BMW.DE', 'DBK.DE', 'DTE.DE', 'EOAN.DE', 'IFX.DE', 'MUV2.DE', 'RWE.DE', 'SAP.DE', 'SIE.DE', 'SPY', '^VIX', 'GLD']
start_date: 2018-10-01
end_date: 2021-07-01
seq_length: 21
train_split: 0.66
latent_dim: 10
hidden_dim: 16
dropout_rate: 0.1
batch_size: 256
epochs: 1000
learning_rate: 0.001
lr_decay_rate: 0.96
lr_decay_steps: 500
l2_reg: 0.01
annealing_decay_rate: 0.96
annealing_steps: 20
device: cpu
seed: 42
plot_dir: paper_replication_results\run_20260105_193225
--------------------------------------------------

>>> Scaricamento dati da YFinance (14 tickers)...
Ticker rimossi per dati insufficienti: []
First 5 rows of cleaned data:
 Ticker          ALV.DE     BAS.DE     BMW.DE  ...     SIE.DE         SPY   ^VIX
Date                                          ...                              
2018-10-01  136.490448  50.339088  52.579903  ...  80.134766  260.839508  12.00
2018-10-02  135.798950  50.096035  52.956718  ...  78.014114  260.687469  12.05
2018-10-03  135.798950  50.096035  52.956718  ...  78.014114  260.830475  11.61
2018-10-04  137.294830  49.491673  52.660652  ...  77.694550  258.792053  14.22
2018-10-05  136.208206  49.064678  52.270374  ...  76.547073  257.343353  14.82

[5 rows x 14 columns]
Dataset shape post-cleaning: (709, 14)
Assets mantenuti (14): ['ALV.DE', 'BAS.DE', 'BMW.DE', 'DBK.DE', 'DTE.DE', 'EOAN.DE', 'GLD', 'IFX.DE', 'MUV2.DE', 'RWE.DE', 'SAP.DE', 'SIE.DE', 'SPY', '^VIX']
Train samples: 467 | Test samples: 241

>>> Inizializzazione Training (Paper Config)...
Epoch 0010 | Beta: 0.0182 | Loss: 413.7693 | NLL: 405.2290 | KL: 469.1876 | LR: 0.001000
Epoch 0840 | Beta: 0.8196 | Loss: 318.2077 | NLL: 263.3443 | KL: 66.9407 | LR: 0.000960
Epoch 0850 | Beta: 0.8232 | Loss: 312.1974 | NLL: 257.0262 | KL: 67.0182 | LR: 0.000960
Epoch 0860 | Beta: 0.8268 | Loss: 314.3787 | NLL: 260.4615 | KL: 65.2120 | LR: 0.000960
Epoch 0870 | Beta: 0.8303 | Loss: 317.3804 | NLL: 262.5090 | KL: 66.0863 | LR: 0.000960
Epoch 0880 | Beta: 0.8337 | Loss: 313.7186 | NLL: 258.8164 | KL: 65.8515 | LR: 0.000960
Epoch 0890 | Beta: 0.8371 | Loss: 317.4754 | NLL: 261.7926 | KL: 66.5197 | LR: 0.000960
Epoch 0900 | Beta: 0.8404 | Loss: 324.6487 | NLL: 268.4232 | KL: 66.9050 | LR: 0.000960
Epoch 0910 | Beta: 0.8436 | Loss: 319.5711 | NLL: 263.4679 | KL: 66.5043 | LR: 0.000960
Epoch 0920 | Beta: 0.8468 | Loss: 314.7742 | NLL: 257.7523 | KL: 67.3410 | LR: 0.000960
Epoch 0930 | Beta: 0.8499 | Loss: 317.8553 | NLL: 260.7470 | KL: 67.1973 | LR: 0.000960
Epoch 0940 | Beta: 0.8529 | Loss: 315.7484 | NLL: 260.3548 | KL: 64.9479 | LR: 0.000960
Epoch 0950 | Beta: 0.8559 | Loss: 319.3826 | NLL: 263.0958 | KL: 65.7661 | LR: 0.000960
Epoch 0960 | Beta: 0.8588 | Loss: 323.3969 | NLL: 267.2088 | KL: 65.4280 | LR: 0.000960
Epoch 0970 | Beta: 0.8616 | Loss: 319.0253 | NLL: 262.9308 | KL: 65.1028 | LR: 0.000960
Epoch 0980 | Beta: 0.8644 | Loss: 324.9064 | NLL: 267.2051 | KL: 66.7509 | LR: 0.000960
Epoch 0990 | Beta: 0.8672 | Loss: 317.8078 | NLL: 261.5324 | KL: 64.8959 | LR: 0.000960
Epoch 1000 | Beta: 0.8698 | Loss: 317.0716 | NLL: 259.9657 | KL: 65.6503 | LR: 0.000922

>>> Avvio Valutazione...

=== RISULTATI TEST STATISTICI ===

--- Kupiec POF Test ---
Totale Giorni: 221
Violazioni Attese: 11.1
Violazioni Osservate: 20
Frequenza Osservata: 0.0905 (Target: 0.0500)
LR Statistic: 6.2191 | P-Value: 0.0126
RISULTATO: RIGETTO H0. Il modello NON è calibrato correttamente.

--- Christoffersen Conditional Coverage Test ---
Transizioni: n00=183, n01=18, n10=17, n11=2
LR Independence: 0.0498 (p-value: 0.8234)
LR Conditional Coverage (CC): 6.2689 | P-Value CC: 0.0435
RISULTATO: RIGETTO H0. Il modello fallisce il test condizionale.
Grafico regimi salvato in 'paper_plots/var_regimes_plot.png'

>>> REPLICATION COMPLETE.
